-------------------------------
angle,output,Kp,Ki,Kd
66.61,-315.07,4.73,0.0,0.0
66.55,-314.79,4.73,0.0,0.0
66.33,-313.73,4.73,0.0,0.0
65.2,-308.41,4.73,0.0,0.0
65.24,-308.57,4.73,0.0,0.0
64.49,-305.03,4.73,0.0,0.0
64.05,-303.62,4.74,0.0,0.0
64.21,-303.73,4.73,0.0,0.0
64.32,-304.89,4.74,0.0,0.0
64.02,-303.47,4.74,0.0,0.0
63.87,-302.09,4.73,0.0,0.0
63.63,-300.96,4.73,0.0,0.0
61.66,-292.27,4.74,0.0,0.0
58.28,-276.25,4.74,0.0,0.0
54.4,-257.83,4.74,0.0,0.0
53.06,-249.9,4.71,0.0,0.0
53.77,-252.7,4.7,0.0,0.0
53.5,-250.93,4.69,0.0,0.0
54.39,-256.74,4.72,0.0,0.0
53.61,-251.95,4.7,0.0,0.0
55.13,-259.64,4.71,0.0,0.0
55.53,-261.57,4.71,0.0,0.0
56.47,-266.56,4.72,0.0,0.0
56.7,-267.63,4.72,0.0,0.0
57.51,-272.04,4.73,0.0,0.0
58.55,-276.96,4.73,0.0,0.0
59.37,-280.82,4.73,0.0,0.0
60.21,-284.78,4.73,0.0,0.0
60.31,-285.27,4.73,0.0,0.0
60.71,-286.55,4.72,0.0,0.0
61.11,-288.46,4.72,0.0,0.0
61.45,-290.04,4.72,0.0,0.0
61.94,-291.76,4.71,0.0,0.0
61.79,-291.67,4.72,0.0,0.0
61.91,-292.24,4.72,0.0,0.0
61.96,-292.45,4.72,0.0,0.0
62.07,-292.97,4.72,0.0,0.0
62.13,-293.27,4.72,0.0,0.0
62.47,-294.84,4.72,0.0,0.0
62.51,-295.04,4.72,0.0,0.0
62.42,-294.62,4.72,0.0,0.0
62.09,-293.05,4.72,0.0,0.0
61.65,-291.0,4.72,0.0,0.0
61.32,-289.43,4.72,0.0,0.0
60.89,-284.94,4.68,0.0,0.0
61.47,-287.66,4.68,0.0,0.0
61.15,-286.2,4.68,0.0,0.0
61.25,-286.65,4.68,0.0,0.0
61.07,-285.8,4.68,0.0,0.0
61.54,-288.02,4.68,0.0,0.0
61.65,-288.54,4.68,0.0,0.0
61.7,-288.76,4.68,0.0,0.0
62.25,-291.31,4.68,0.0,0.0
61.62,-288.38,4.68,0.0,0.0
60.81,-283.98,4.67,0.0,0.0
61.33,-285.79,4.66,0.0,0.0
61.91,-289.74,4.68,0.0,0.0
62.49,-292.44,4.68,0.0,0.0
63.48,-297.07,4.68,0.0,0.0
66.43,-309.57,4.66,0.0,0.0
69.1,-322.7,4.67,0.0,0.0
69.45,-326.42,4.7,0.0,0.0
69.07,-324.63,4.7,0.0,0.0
70.34,-332.02,4.72,0.0,0.0
72.64,-339.96,4.68,0.0,0.0
75.34,-350.32,4.65,0.0,0.0
77.67,-361.14,4.65,0.0,0.0
77.66,-361.9,4.66,0.0,0.0
76.88,-359.01,4.67,0.0,0.0
77.23,-359.9,4.66,0.0,0.0
77.37,-360.53,4.66,0.0,0.0
77.86,-362.82,4.66,0.0,0.0
79.55,-370.69,4.66,0.0,0.0
81.17,-383.94,4.73,0.0,0.0
81.16,-384.69,4.74,0.0,0.0
80.43,-381.23,4.74,0.0,0.0
80.35,-380.85,4.74,0.0,0.0
79.09,-374.91,4.74,0.0,0.0
77.47,-367.23,4.74,0.0,0.0
77.05,-365.23,4.74,0.0,0.0
76.82,-363.36,4.73,0.0,0.0
76.06,-358.26,4.71,0.0,0.0
75.16,-355.5,4.73,0.0,0.0
74.65,-352.34,4.72,0.0,0.0
74.25,-348.96,4.7,0.0,0.0
73.92,-347.43,4.7,0.0,0.0
73.35,-347.7,4.74,0.0,0.0
72.77,-344.94,4.74,0.0,0.0
72.41,-343.21,4.74,0.0,0.0
71.87,-339.93,4.73,0.0,0.0
71.29,-337.93,4.74,0.0,0.0
70.85,-335.84,4.74,0.0,0.0
70.42,-333.09,4.73,0.0,0.0
70.45,-333.22,4.73,0.0,0.0
70.57,-334.51,4.74,0.0,0.0
70.79,-334.83,4.73,0.0,0.0
70.53,-333.59,4.73,0.0,0.0
70.51,-332.82,4.72,0.0,0.0
70.22,-332.85,4.74,0.0,0.0
69.57,-329.05,4.73,0.0,0.0
69.33,-328.64,4.74,0.0,0.0
69.36,-328.07,4.73,0.0,0.0
68.93,-326.73,4.74,0.0,0.0
68.64,-325.35,4.74,0.0,0.0
68.15,-323.01,4.74,0.0,0.0
68.18,-323.19,4.74,0.0,0.0
68.31,-323.8,4.74,0.0,0.0
68.38,-324.1,4.74,0.0,0.0
68.16,-323.09,4.74,0.0,0.0
67.93,-322.01,4.74,0.0,0.0
67.1,-318.08,4.74,0.0,0.0
66.95,-317.36,4.74,0.0,0.0
67.7,-320.91,4.74,0.0,0.0
68.29,-323.71,4.74,0.0,0.0
69.12,-327.62,4.74,0.0,0.0
69.64,-330.09,4.74,0.0,0.0
69.53,-329.58,4.74,0.0,0.0
69.14,-327.74,4.74,0.0,0.0
68.94,-326.79,4.74,0.0,0.0
68.72,-325.73,4.74,0.0,0.0
68.41,-324.28,4.74,0.0,0.0
68.57,-325.0,4.74,0.0,0.0
68.45,-324.46,4.74,0.0,0.0
68.58,-325.05,4.74,0.0,0.0
68.6,-325.17,4.74,0.0,0.0
68.86,-326.38,4.74,0.0,0.0
68.69,-325.61,4.74,0.0,0.0
68.86,-325.7,4.73,0.0,0.0
67.86,-320.97,4.73,0.0,0.0
66.3,-313.6,4.73,0.0,0.0
66.63,-314.48,4.72,0.0,0.0
67.2,-317.88,4.73,0.0,0.0
67.1,-317.39,4.73,0.0,0.0
67.6,-319.08,4.72,0.0,0.0
67.77,-319.2,4.71,0.0,0.0
67.77,-318.52,4.7,0.0,0.0
68.0,-320.27,4.71,0.0,0.0
67.93,-319.29,4.7,0.0,0.0
68.1,-320.06,4.7,0.0,0.0
68.38,-321.39,4.7,0.0,0.0
68.63,-323.25,4.71,0.0,0.0
69.0,-324.3,4.7,0.0,0.0
69.4,-326.16,4.7,0.0,0.0
68.96,-324.13,4.7,0.0,0.0
68.11,-320.1,4.7,0.0,0.0
67.54,-317.44,4.7,0.0,0.0
67.98,-318.82,4.69,0.0,0.0
68.29,-320.97,4.7,0.0,0.0
68.78,-323.28,4.7,0.0,0.0
69.73,-327.03,4.69,0.0,0.0
71.03,-333.82,4.7,0.0,0.0
73.25,-344.25,4.7,0.0,0.0
76.82,-364.12,4.74,0.0,0.0
78.94,-374.16,4.74,0.0,0.0
78.84,-373.72,4.74,0.0,0.0
77.08,-365.36,4.74,0.0,0.0
77.39,-366.84,4.74,0.0,0.0
78.39,-371.57,4.74,0.0,0.0
78.46,-371.9,4.74,0.0,0.0
79.03,-373.83,4.73,0.0,0.0
79.36,-375.39,4.73,0.0,0.0
79.12,-374.25,4.73,0.0,0.0
79.71,-377.02,4.73,0.0,0.0
80.99,-383.08,4.73,0.0,0.0
82.07,-388.17,4.73,0.0,0.0
83.65,-395.68,4.73,0.0,0.0
85.18,-402.06,4.72,0.0,0.0
85.85,-405.21,4.72,0.0,0.0
86.23,-407.02,4.72,0.0,0.0
86.17,-407.58,4.73,0.0,0.0
85.92,-406.39,4.73,0.0,0.0
86.86,-410.83,4.73,0.0,0.0
88.34,-417.87,4.73,0.0,0.0
89.98,-424.69,4.72,0.0,0.0
91.72,-433.82,4.73,0.0,0.0
92.79,-439.84,4.74,0.0,0.0
90.53,-429.09,4.74,0.0,0.0
86.67,-410.84,4.74,0.0,0.0
83.49,-395.77,4.74,0.0,0.0
80.17,-380.0,4.74,0.0,0.0
77.56,-367.64,4.74,0.0,0.0
75.36,-357.19,4.74,0.0,0.0
72.87,-345.42,4.74,0.0,0.0
71.29,-337.93,4.74,0.0,0.0
68.97,-326.89,4.74,0.0,0.0
67.26,-318.8,4.74,0.0,0.0
66.9,-317.09,4.74,0.0,0.0
66.32,-314.35,4.74,0.0,0.0
65.96,-312.64,4.74,0.0,0.0
65.29,-309.45,4.74,0.0,0.0
64.3,-304.78,4.74,0.0,0.0
63.53,-301.15,4.74,0.0,0.0
62.51,-296.32,4.74,0.0,0.0
61.98,-293.8,4.74,0.0,0.0
61.46,-291.34,4.74,0.0,0.0
61.17,-289.93,4.74,0.0,0.0
61.4,-291.02,4.74,0.0,0.0
61.06,-289.41,4.74,0.0,0.0
60.91,-288.72,4.74,0.0,0.0
60.96,-288.96,4.74,0.0,0.0
61.35,-290.81,4.74,0.0,0.0
61.69,-292.42,4.74,0.0,0.0
61.7,-292.48,4.74,0.0,0.0
61.42,-291.15,4.74,0.0,0.0
61.42,-291.12,4.74,0.0,0.0
61.75,-292.69,4.74,0.0,0.0
61.54,-291.68,4.74,0.0,0.0
61.52,-291.59,4.74,0.0,0.0
61.4,-291.04,4.74,0.0,0.0
61.23,-290.22,4.74,0.0,0.0
61.39,-290.97,4.74,0.0,0.0
61.47,-291.38,4.74,0.0,0.0
61.51,-291.57,4.74,0.0,0.0
61.84,-293.1,4.74,0.0,0.0
61.93,-293.54,4.74,0.0,0.0
61.71,-292.52,4.74,0.0,0.0
61.87,-293.27,4.74,0.0,0.0
61.92,-293.49,4.74,0.0,0.0
61.67,-292.33,4.74,0.0,0.0
61.17,-289.96,4.74,0.0,0.0
61.22,-290.18,4.74,0.0,0.0
61.29,-290.52,4.74,0.0,0.0
60.95,-288.88,4.74,0.0,0.0
60.95,-288.91,4.74,0.0,0.0
60.82,-288.27,4.74,0.0,0.0
60.53,-286.93,4.74,0.0,0.0
60.43,-286.42,4.74,0.0,0.0
59.88,-283.81,4.74,0.0,0.0
58.58,-277.69,4.74,0.0,0.0
57.88,-274.37,4.74,0.0,0.0
55.98,-265.36,4.74,0.0,0.0
54.23,-257.05,4.74,0.0,0.0
53.59,-254.03,4.74,0.0,0.0
52.03,-246.64,4.74,0.0,0.0
50.83,-240.93,4.74,0.0,0.0
50.32,-238.5,4.74,0.0,0.0
48.52,-229.99,4.74,0.0,0.0
48.68,-230.74,4.74,0.0,0.0
49.1,-232.72,4.74,0.0,0.0
49.43,-234.27,4.74,0.0,0.0
49.29,-233.63,4.74,0.0,0.0
50.35,-238.67,4.74,0.0,0.0
50.2,-237.96,4.74,0.0,0.0
50.11,-237.52,4.74,0.0,0.0
50.69,-240.25,4.74,0.0,0.0
50.47,-239.23,4.74,0.0,0.0
50.68,-240.24,4.74,0.0,0.0
50.46,-239.16,4.74,0.0,0.0
50.27,-238.3,4.74,0.0,0.0
50.73,-240.46,4.74,0.0,0.0
50.57,-239.7,4.74,0.0,0.0
51.68,-244.97,4.74,0.0,0.0
52.07,-246.82,4.74,0.0,0.0
51.58,-244.47,4.74,0.0,0.0
52.04,-246.69,4.74,0.0,0.0
52.49,-248.81,4.74,0.0,0.0
53.58,-253.95,4.74,0.0,0.0
54.53,-258.48,4.74,0.0,0.0
55.47,-262.93,4.74,0.0,0.0
56.3,-266.84,4.74,0.0,0.0
57.0,-270.17,4.74,0.0,0.0
57.26,-271.39,4.74,0.0,0.0
58.12,-275.49,4.74,0.0,0.0
60.04,-284.58,4.74,0.0,0.0
59.33,-281.2,4.74,0.0,0.0
60.42,-286.39,4.74,0.0,0.0
61.31,-290.62,4.74,0.0,0.0
61.5,-291.49,4.74,0.0,0.0
62.42,-295.88,4.74,0.0,0.0
63.29,-299.99,4.74,0.0,0.0
63.89,-302.83,4.74,0.0,0.0
62.99,-298.59,4.74,0.0,0.0
63.6,-301.47,4.74,0.0,0.0
61.88,-293.33,4.74,0.0,0.0
62.79,-297.62,4.74,0.0,0.0
62.46,-296.07,4.74,0.0,0.0
63.62,-302.18,4.75,0.0,0.0
65.75,-311.67,4.74,0.0,0.0
67.23,-318.67,4.74,0.0,0.0
67.62,-320.53,4.74,0.0,0.0
70.43,-333.82,4.74,0.0,0.0
72.2,-342.22,4.74,0.0,0.0
72.56,-343.93,4.74,0.0,0.0
72.26,-342.51,4.74,0.0,0.0
69.0,-327.06,4.74,0.0,0.0
65.94,-313.22,4.75,0.0,0.0
65.52,-310.58,4.74,0.0,0.0
68.17,-323.11,4.74,0.0,0.0
68.88,-326.47,4.74,0.0,0.0
70.56,-334.43,4.74,0.0,0.0
68.93,-326.75,4.74,0.0,0.0
69.21,-328.04,4.74,0.0,0.0
65.9,-312.38,4.74,0.0,0.0
66.23,-313.93,4.74,0.0,0.0
65.34,-309.72,4.74,0.0,0.0
68.31,-323.77,4.74,0.0,0.0
64.45,-304.85,4.73,0.0,0.0
67.8,-320.68,4.73,0.0,0.0
67.67,-320.09,4.73,0.0,0.0
66.14,-312.19,4.72,0.0,0.0
68.31,-322.43,4.72,0.0,0.0
69.59,-328.47,4.72,0.0,0.0
70.5,-332.75,4.72,0.0,0.0
68.59,-323.73,4.72,0.0,0.0
66.93,-315.92,4.72,0.0,0.0
65.85,-310.82,4.72,0.0,0.0
65.96,-311.33,4.72,0.0,0.0
68.04,-321.14,4.72,0.0,0.0
70.19,-331.29,4.72,0.0,0.0
69.54,-327.54,4.71,0.0,0.0
68.12,-320.87,4.71,0.0,0.0
65.27,-307.41,4.71,0.0,0.0
66.11,-310.74,4.7,0.0,0.0
67.33,-315.76,4.69,0.0,0.0
69.58,-324.92,4.67,0.0,0.0
69.71,-324.13,4.65,0.0,0.0
68.35,-318.53,4.66,0.0,0.0
67.62,-315.77,4.67,0.0,0.0
67.57,-316.92,4.69,0.0,0.0
68.55,-322.16,4.7,0.0,0.0
69.81,-328.1,4.7,0.0,0.0
69.75,-328.52,4.71,0.0,0.0
69.73,-329.14,4.72,0.0,0.0
69.57,-328.38,4.72,0.0,0.0
69.63,-328.66,4.72,0.0,0.0
68.78,-324.63,4.72,0.0,0.0
68.4,-322.83,4.72,0.0,0.0
68.26,-322.2,4.72,0.0,0.0
69.27,-326.96,4.72,0.0,0.0
69.71,-329.04,4.72,0.0,0.0
69.8,-329.48,4.72,0.0,0.0
68.71,-324.29,4.72,0.0,0.0
68.17,-321.78,4.72,0.0,0.0
67.99,-320.92,4.72,0.0,0.0
68.4,-322.83,4.72,0.0,0.0
68.77,-323.89,4.71,0.0,0.0
68.7,-323.58,4.71,0.0,0.0
68.23,-321.38,4.71,0.0,0.0
68.01,-319.65,4.7,0.0,0.0
68.41,-320.83,4.69,0.0,0.0
68.5,-320.56,4.68,0.0,0.0
69.94,-326.61,4.67,0.0,0.0
71.43,-333.57,4.67,0.0,0.0
71.88,-335.66,4.67,0.0,0.0
71.65,-334.59,4.67,0.0,0.0
70.84,-330.81,4.67,0.0,0.0
69.72,-326.28,4.68,0.0,0.0
69.29,-327.07,4.72,0.0,0.0
69.8,-330.16,4.73,0.0,0.0
70.74,-334.6,4.73,0.0,0.0
71.42,-338.55,4.74,0.0,0.0
71.27,-337.82,4.74,0.0,0.0
70.81,-335.63,4.74,0.0,0.0
70.29,-333.19,4.74,0.0,0.0
70.7,-335.12,4.74,0.0,0.0
72.33,-342.83,4.74,0.0,0.0
73.45,-348.15,4.74,0.0,0.0
72.92,-345.65,4.74,0.0,0.0
71.38,-338.33,4.74,0.0,0.0
70.04,-332.01,4.74,0.0,0.0
69.52,-329.55,4.74,0.0,0.0
69.44,-329.16,4.74,0.0,0.0
69.04,-327.25,4.74,0.0,0.0
69.21,-328.03,4.74,0.0,0.0
69.06,-326.66,4.73,0.0,0.0
68.52,-324.1,4.73,0.0,0.0
68.08,-322.03,4.73,0.0,0.0
67.76,-320.52,4.73,0.0,0.0
68.03,-321.77,4.73,0.0,0.0
67.79,-320.65,4.73,0.0,0.0
67.52,-319.37,4.73,0.0,0.0
67.59,-320.38,4.74,0.0,0.0
67.92,-321.96,4.74,0.0,0.0
67.96,-321.46,4.73,0.0,0.0
67.73,-320.37,4.73,0.0,0.0
67.54,-319.47,4.73,0.0,0.0
67.65,-319.99,4.73,0.0,0.0
68.04,-321.84,4.73,0.0,0.0
68.27,-322.9,4.73,0.0,0.0
68.07,-321.97,4.73,0.0,0.0
67.3,-318.34,4.73,0.0,0.0
66.69,-315.44,4.73,0.0,0.0
66.76,-315.78,4.73,0.0,0.0
66.88,-316.34,4.73,0.0,0.0
67.31,-318.36,4.73,0.0,0.0
67.38,-318.72,4.73,0.0,0.0
67.21,-317.23,4.72,0.0,0.0
66.76,-315.12,4.72,0.0,0.0
66.2,-312.44,4.72,0.0,0.0
66.15,-311.56,4.71,0.0,0.0
66.58,-313.59,4.71,0.0,0.0
66.9,-315.11,4.71,0.0,0.0
66.63,-313.84,4.71,0.0,0.0
66.16,-311.59,4.71,0.0,0.0
65.66,-309.26,4.71,0.0,0.0
66.38,-312.65,4.71,0.0,0.0
67.2,-316.53,4.71,0.0,0.0
67.83,-320.14,4.72,0.0,0.0
67.65,-318.61,4.71,0.0,0.0
67.2,-316.49,4.71,0.0,0.0
66.93,-314.55,4.7,0.0,0.0
66.89,-313.72,4.69,0.0,0.0
66.78,-312.53,4.68,0.0,0.0
66.81,-312.69,4.68,0.0,0.0
66.98,-313.47,4.68,0.0,0.0
66.95,-312.67,4.67,0.0,0.0
67.17,-314.35,4.68,0.0,0.0
67.27,-315.5,4.69,0.0,0.0
67.03,-315.05,4.7,0.0,0.0
66.6,-312.37,4.69,0.0,0.0
65.61,-308.36,4.7,0.0,0.0
64.96,-305.3,4.7,0.0,0.0
65.56,-308.79,4.71,0.0,0.0
66.34,-313.14,4.72,0.0,0.0
66.28,-312.82,4.72,0.0,0.0
66.0,-311.51,4.72,0.0,0.0
65.86,-310.88,4.72,0.0,0.0
66.24,-312.63,4.72,0.0,0.0
66.62,-314.46,4.72,0.0,0.0
67.49,-319.21,4.73,0.0,0.0
67.61,-319.79,4.73,0.0,0.0
67.75,-320.44,4.73,0.0,0.0
67.7,-320.23,4.73,0.0,0.0
67.92,-321.26,4.73,0.0,0.0
67.87,-321.02,4.73,0.0,0.0
67.74,-320.39,4.73,0.0,0.0
67.81,-321.44,4.74,0.0,0.0
67.82,-321.48,4.74,0.0,0.0
67.92,-321.95,4.74,0.0,0.0
68.25,-323.49,4.74,0.0,0.0
67.91,-321.87,4.74,0.0,0.0
67.51,-320.0,4.74,0.0,0.0
67.91,-321.87,4.74,0.0,0.0
68.2,-323.25,4.74,0.0,0.0
68.53,-324.85,4.74,0.0,0.0
68.08,-322.68,4.74,0.0,0.0
67.43,-319.63,4.74,0.0,0.0
67.63,-320.59,4.74,0.0,0.0
69.18,-327.22,4.73,0.0,0.0
69.71,-330.41,4.74,0.0,0.0
68.58,-324.4,4.73,0.0,0.0
67.58,-319.64,4.73,0.0,0.0
67.43,-318.93,4.73,0.0,0.0
68.39,-323.49,4.73,0.0,0.0
69.04,-326.57,4.73,0.0,0.0
68.7,-324.94,4.73,0.0,0.0
68.13,-322.26,4.73,0.0,0.0
68.02,-321.73,4.73,0.0,0.0
68.06,-321.91,4.73,0.0,0.0
68.61,-324.54,4.73,0.0,0.0
69.28,-327.68,4.73,0.0,0.0
69.48,-328.63,4.73,0.0,0.0
68.26,-322.88,4.73,0.0,0.0
67.54,-319.46,4.73,0.0,0.0
68.68,-324.85,4.73,0.0,0.0
70.54,-333.63,4.73,0.0,0.0
71.5,-338.19,4.73,0.0,0.0
70.8,-334.88,4.73,0.0,0.0
69.21,-327.38,4.73,0.0,0.0
67.93,-321.33,4.73,0.0,0.0
68.05,-321.86,4.73,0.0,0.0
68.46,-323.83,4.73,0.0,0.0
68.88,-325.82,4.73,0.0,0.0
68.82,-325.52,4.73,0.0,0.0
68.47,-323.89,4.73,0.0,0.0
67.88,-321.06,4.73,0.0,0.0
67.0,-316.91,4.73,0.0,0.0
66.56,-314.81,4.73,0.0,0.0
66.58,-314.94,4.73,0.0,0.0
66.97,-316.75,4.73,0.0,0.0
67.19,-317.82,4.73,0.0,0.0
67.41,-319.51,4.74,0.0,0.0
67.0,-316.91,4.73,0.0,0.0
66.08,-312.54,4.73,0.0,0.0
65.64,-310.49,4.73,0.0,0.0
65.68,-310.66,4.73,0.0,0.0
66.48,-314.47,4.73,0.0,0.0
67.07,-317.26,4.73,0.0,0.0
67.09,-317.32,4.73,0.0,0.0
66.75,-315.73,4.73,0.0,0.0
66.46,-314.35,4.73,0.0,0.0
65.76,-310.39,4.72,0.0,0.0
65.74,-310.31,4.72,0.0,0.0
66.24,-311.99,4.71,0.0,0.0
67.18,-315.73,4.7,0.0,0.0
68.73,-321.64,4.68,0.0,0.0
69.97,-326.04,4.66,0.0,0.0
69.7,-323.4,4.64,0.0,0.0
68.16,-315.58,4.63,0.0,0.0
67.55,-312.07,4.62,0.0,0.0
67.86,-313.52,4.62,0.0,0.0
68.34,-315.04,4.61,0.0,0.0
69.32,-319.55,4.61,0.0,0.0
69.13,-319.36,4.62,0.0,0.0
68.18,-315.66,4.63,0.0,0.0
67.84,-314.12,4.63,0.0,0.0
67.92,-314.49,4.63,0.0,0.0
69.0,-319.45,4.63,0.0,0.0
69.63,-322.38,4.63,0.0,0.0
68.9,-318.34,4.62,0.0,0.0
67.6,-312.33,4.62,0.0,0.0
67.85,-312.78,4.61,0.0,0.0
69.17,-318.2,4.6,0.0,0.0
69.48,-318.9,4.59,0.0,0.0
68.63,-315.0,4.59,0.0,0.0
68.45,-314.2,4.59,0.0,0.0
68.83,-315.93,4.59,0.0,0.0
69.15,-317.38,4.59,0.0,0.0
68.74,-314.82,4.58,0.0,0.0
67.76,-310.36,4.58,0.0,0.0
67.25,-308.0,4.58,0.0,0.0
67.32,-308.35,4.58,0.0,0.0
67.71,-310.1,4.58,0.0,0.0
68.16,-312.19,4.58,0.0,0.0
68.12,-312.01,4.58,0.0,0.0
67.54,-309.35,4.58,0.0,0.0
67.34,-308.41,4.58,0.0,0.0
67.67,-309.95,4.58,0.0,0.0
68.64,-314.36,4.58,0.0,0.0
69.15,-316.72,4.58,0.0,0.0
69.04,-316.22,4.58,0.0,0.0
68.57,-314.05,4.58,0.0,0.0
68.04,-311.62,4.58,0.0,0.0
67.97,-311.29,4.58,0.0,0.0
66.51,-303.94,4.57,0.0,0.0
65.99,-301.57,4.57,0.0,0.0
66.31,-303.03,4.57,0.0,0.0
66.97,-306.04,4.57,0.0,0.0
67.36,-307.83,4.57,0.0,0.0
66.84,-305.45,4.57,0.0,0.0
65.73,-299.71,4.56,0.0,0.0
64.95,-296.16,4.56,0.0,0.0
63.65,-290.24,4.56,0.0,0.0
62.27,-283.93,4.56,0.0,0.0
61.24,-279.26,4.56,0.0,0.0
62.5,-284.38,4.55,0.0,0.0
63.43,-288.62,4.55,0.0,0.0
63.84,-291.12,4.56,0.0,0.0
66.62,-303.1,4.55,0.0,0.0
69.86,-317.86,4.55,0.0,0.0
73.91,-336.28,4.55,0.0,0.0
78.55,-357.38,4.55,0.0,0.0
85.35,-388.32,4.55,0.0,0.0
93.58,-425.78,4.55,0.0,0.0
101.57,-461.11,4.54,0.0,0.0
107.8,-505.58,4.69,0.0,0.0
106.41,-503.31,4.73,0.0,0.0
101.75,-482.3,4.74,0.0,0.0
93.77,-444.46,4.74,0.0,0.0
89.02,-421.95,4.74,0.0,0.0
87.26,-413.6,4.74,0.0,0.0
85.98,-407.57,4.74,0.0,0.0
83.68,-396.64,4.74,0.0,0.0
81.1,-384.4,4.74,0.0,0.0
78.64,-372.74,4.74,0.0,0.0
77.02,-365.08,4.74,0.0,0.0
75.59,-358.3,4.74,0.0,0.0
74.06,-351.02,4.74,0.0,0.0
72.52,-343.76,4.74,0.0,0.0
70.83,-335.75,4.74,0.0,0.0
69.58,-329.79,4.74,0.0,0.0
68.67,-325.51,4.74,0.0,0.0
67.84,-321.57,4.74,0.0,0.0
66.95,-317.36,4.74,0.0,0.0
66.65,-315.93,4.74,0.0,0.0
66.29,-314.2,4.74,0.0,0.0
65.84,-312.06,4.74,0.0,0.0
65.53,-310.61,4.74,0.0,0.0
65.29,-309.49,4.74,0.0,0.0
65.03,-308.24,4.74,0.0,0.0
64.85,-307.39,4.74,0.0,0.0
64.59,-306.15,4.74,0.0,0.0
64.47,-305.59,4.74,0.0,0.0
64.38,-305.17,4.74,0.0,0.0
64.14,-304.02,4.74,0.0,0.0
64.11,-303.89,4.74,0.0,0.0
63.87,-302.76,4.74,0.0,0.0
63.76,-302.2,4.74,0.0,0.0
63.61,-301.51,4.74,0.0,0.0
63.48,-300.92,4.74,0.0,0.0
63.55,-301.22,4.74,0.0,0.0
63.53,-301.15,4.74,0.0,0.0
63.53,-301.12,4.74,0.0,0.0
63.58,-301.37,4.74,0.0,0.0
63.56,-301.29,4.74,0.0,0.0
63.09,-299.05,4.74,0.0,0.0
63.0,-298.62,4.74,0.0,0.0
63.38,-300.42,4.74,0.0,0.0
62.64,-296.92,4.74,0.0,0.0
61.71,-292.49,4.74,0.0,0.0
60.91,-288.69,4.74,0.0,0.0
60.99,-289.08,4.74,0.0,0.0
60.87,-288.51,4.74,0.0,0.0
61.07,-289.47,4.74,0.0,0.0
61.05,-289.39,4.74,0.0,0.0
60.24,-285.55,4.74,0.0,0.0
58.94,-279.37,4.74,0.0,0.0
58.71,-278.27,4.74,0.0,0.0
59.11,-280.2,4.74,0.0,0.0
59.55,-282.27,4.74,0.0,0.0
60.65,-287.46,4.74,0.0,0.0
61.95,-293.63,4.74,0.0,0.0
62.63,-296.88,4.74,0.0,0.0
62.62,-296.81,4.74,0.0,0.0
61.8,-292.94,4.74,0.0,0.0
61.48,-291.41,4.74,0.0,0.0
61.43,-291.19,4.74,0.0,0.0
61.53,-291.66,4.74,0.0,0.0
61.59,-291.95,4.74,0.0,0.0
62.44,-295.95,4.74,0.0,0.0
63.59,-301.4,4.74,0.0,0.0
64.39,-305.21,4.74,0.0,0.0
63.91,-302.94,4.74,0.0,0.0
63.55,-301.24,4.74,0.0,0.0
63.1,-299.1,4.74,0.0,0.0
63.98,-303.27,4.74,0.0,0.0
64.81,-307.22,4.74,0.0,0.0
64.76,-306.97,4.74,0.0,0.0
64.55,-305.97,4.74,0.0,0.0
64.4,-305.27,4.74,0.0,0.0
64.38,-305.14,4.74,0.0,0.0
64.51,-305.8,4.74,0.0,0.0
64.89,-307.58,4.74,0.0,0.0
65.07,-308.43,4.74,0.0,0.0
65.02,-308.2,4.74,0.0,0.0
65.26,-309.33,4.74,0.0,0.0
65.2,-309.04,4.74,0.0,0.0
65.3,-309.53,4.74,0.0,0.0
65.41,-310.05,4.74,0.0,0.0
65.27,-309.38,4.74,0.0,0.0
65.06,-308.39,4.74,0.0,0.0
64.76,-306.98,4.74,0.0,0.0
64.5,-305.73,4.74,0.0,0.0
65.16,-308.88,4.74,0.0,0.0
66.02,-312.93,4.74,0.0,0.0
65.91,-312.42,4.74,0.0,0.0
65.01,-308.13,4.74,0.0,0.0
64.5,-305.74,4.74,0.0,0.0
64.11,-303.9,4.74,0.0,0.0
64.07,-303.71,4.74,0.0,0.0
64.29,-304.73,4.74,0.0,0.0
64.45,-305.51,4.74,0.0,0.0
64.02,-303.47,4.74,0.0,0.0
63.39,-300.49,4.74,0.0,0.0
62.76,-297.48,4.74,0.0,0.0
62.31,-295.35,4.74,0.0,0.0
62.34,-295.49,4.74,0.0,0.0
62.56,-296.53,4.74,0.0,0.0
62.93,-298.3,4.74,0.0,0.0
63.37,-300.36,4.74,0.0,0.0
63.81,-302.44,4.74,0.0,0.0
64.0,-303.34,4.74,0.0,0.0
64.03,-303.48,4.74,0.0,0.0
63.91,-302.94,4.74,0.0,0.0
63.96,-303.18,4.74,0.0,0.0
64.42,-305.37,4.74,0.0,0.0
64.41,-305.29,4.74,0.0,0.0
63.11,-299.16,4.74,0.0,0.0
59.85,-283.67,4.74,0.0,0.0
55.58,-263.46,4.74,0.0,0.0
50.28,-238.34,4.74,0.0,0.0
45.79,-217.07,4.74,0.0,0.0
41.67,-197.51,4.74,0.0,0.0
37.74,-178.87,4.74,0.0,0.0
39.05,-185.12,4.74,0.0,0.0
